,Recency,Frequency,AOV,PredictedLTV,Segment
1937,80,1,252.73000000000002,250.10771,Low
1938,62,3,155.18333333333334,464.48416,Mid-Low
1939,49,6,117.58166666666666,703.91284,Mid-High
1940,7,46,429.19152173913045,21789.271,High
1941,160,1,180.35,183.2977,Low
1942,189,1,135.93,137.42538,Low
1943,21,1,537.0,531.6812,Mid-Low
1944,9,17,452.954705882353,7701.2104,High
1945,142,2,367.83,743.79346,Mid-High
1946,20,14,349.86499999999995,4983.482,High
1947,260,1,343.62,339.25656,Mid-Low
1948,55,4,96.0125,386.44305,Mid-Low
1949,264,1,121.17000000000002,121.28946,Low
1950,15,3,594.03,1764.615,High
1951,13,3,463.86999999999995,1391.2379,Mid-High
1952,309,1,215.78,210.53699,Low
1953,146,2,239.3,492.45218,Mid-Low
1954,2,2,151.05,308.27182,Mid-Low
1955,265,2,744.75,1438.539,Mid-High
1956,15,11,193.18090909090913,2097.9917,High
1957,31,9,148.63555555555556,1322.918,Mid-High
1958,1,47,1077.4102127659573,50616.12,High
1959,61,4,246.965,1002.84656,Mid-High
1960,203,1,370.79999999999995,368.43304,Mid-Low
1961,28,4,789.5325,3130.7144,High
1962,43,1,893.59,886.3565,Mid-High
1963,68,3,581.5866666666667,1701.1943,High
1964,36,2,276.68,572.2271,Mid-Low
1965,169,1,1109.53,1106.2594,Mid-High
1966,363,1,106.2,103.83549,Low
1967,84,2,491.035,987.899,Mid-High
1968,176,2,430.98,876.65405,Mid-High
1969,95,1,748.87,765.29767,Mid-High
1970,68,1,773.03,769.1225,Mid-High
1971,163,1,880.85,856.4646,Mid-High
1972,2,29,307.58724137931034,7141.3994,High
1973,203,4,223.9025,894.3412,Mid-High
1974,12,5,100.96000000000001,523.2713,Mid-Low
1975,247,1,88.2,75.274536,Low
1976,272,1,306.94,307.10635,Mid-Low
1977,11,2,580.035,1183.9382,Mid-High
1978,12,5,456.526,2286.2778,High
1979,298,1,381.32,380.9537,Mid-Low
1980,58,1,480.71,481.50656,Mid-Low
1981,205,2,228.905,471.0983,Mid-Low
1982,8,6,766.1700000000001,4510.4854,High
1983,94,4,342.65,1385.5939,Mid-High
1984,33,1,219.39000000000001,221.62938,Low
1985,172,3,13305.5,39893.48,High
1986,74,1,410.48,416.9789,Mid-Low
1987,324,3,292.0,877.1153,Mid-High
1988,349,1,102.28,102.392525,Low
1989,21,2,351.68,708.1311,Mid-High
1990,187,2,513.72,1010.84784,Mid-High
1991,8,7,328.4185714285714,2292.3345,High
1992,8,5,284.504,1445.5084,Mid-High
1993,301,6,53.25,305.83167,Mid-Low
1994,132,4,325.0625,1310.0894,Mid-High
1995,236,1,484.95,488.37302,Mid-Low
1996,14,4,249.025,1018.70984,Mid-High
1997,19,3,522.4933333333333,1561.2405,Mid-High
1998,16,2,1160.345,2314.272,High
1999,20,10,276.056,2792.6907,High
2000,8,1,340.11,332.12265,Mid-Low
2001,8,4,338.1875,1350.0854,Mid-High
2002,5,5,310.356,1519.4908,Mid-High
2003,124,1,244.8,246.3105,Low
2004,236,1,266.4,264.67572,Low
2005,124,1,358.82,356.6065,Mid-Low
2006,40,2,228.86,471.65472,Mid-Low
2007,104,3,544.5933333333334,1629.525,High
2008,196,1,1069.47,1055.2329,Mid-High
2009,13,2,92.095,191.2145,Low
2010,15,15,768.5653333333333,11415.003,High
2011,56,1,406.53,420.95383,Mid-Low
2012,50,4,367.75,1457.0181,Mid-High
2013,40,11,313.40000000000003,3458.4302,High
2014,160,1,330.11,331.7072,Mid-Low
2015,8,5,195.586,993.6747,Mid-High
2016,118,3,327.4733333333333,964.3218,Mid-High
2017,5,8,173.49875,1385.0846,Mid-High
2018,229,1,139.05,137.42538,Low
2019,12,2,514.9,1026.3932,Mid-High
2020,230,2,89.48,187.0903,Low
2021,42,7,336.32142857142856,2349.0562,High
2022,36,1,498.74,492.71802,Mid-Low
2023,216,1,259.45,251.89325,Low
2024,15,16,378.40875,6037.4653,High
2025,34,3,345.45666666666665,1021.6246,Mid-High
2026,155,2,663.58,1310.5397,Mid-High
2027,230,1,623.5,626.1992,Mid-Low
2028,1,1,301.29,333.60397,Mid-Low
2029,124,1,520.8000000000001,518.602,Mid-Low
2030,7,10,531.447,5256.2905,High
2031,10,11,370.67454545454547,4063.631,High
2032,21,1,329.25,325.0512,Mid-Low
2033,65,1,296.42,296.82025,Low
2034,24,1,317.8,320.10532,Mid-Low
2035,144,2,752.685,1497.6727,Mid-High
2036,35,1,401.40000000000003,430.5735,Mid-Low
2037,8,27,622.4525925925926,16765.035,High
2038,347,1,158.16,160.5327,Low
2039,8,2,152.235,305.05972,Mid-Low
2040,59,3,281.01666666666665,817.2344,Mid-High
2041,363,1,487.75,488.37302,Mid-Low
2042,311,1,163.0,160.5327,Low
2043,16,1,106.56,105.0391,Low
2044,321,1,1289.5,1271.534,Mid-High
2045,60,4,311.9875,1239.6221,Mid-High
2046,313,1,135.75,137.42538,Low
2047,62,1,224.14,220.37659,Low
2048,250,1,40.5,39.43236,Low
2049,8,5,441.39,2210.9739,High
2050,357,1,87.5,75.274536,Low
2051,56,3,229.82666666666663,676.9627,Mid-High
2052,144,2,311.425,617.36957,Mid-Low
2053,19,2,203.38,405.60455,Mid-Low
2054,60,1,310.62,309.6191,Mid-Low
2055,4,2,205.705,433.35358,Mid-Low
2056,5,13,303.4384615384615,3920.9575,High
2057,7,37,397.96567567567564,14711.034,High
2058,110,3,348.1066666666666,1021.0682,Mid-High
2059,51,1,499.32,492.71802,Mid-Low
2060,22,14,493.56357142857144,6870.8228,High
2061,1,3,359.87000000000006,1071.5918,Mid-High
2062,82,2,96.82,194.64772,Low
2063,49,4,317.175,1284.6487,Mid-High
2064,77,5,247.308,1244.452,Mid-High
2065,16,6,304.6333333333333,1812.3536,High
2066,347,1,316.58,316.99158,Mid-Low
2067,75,2,326.62,655.1636,Mid-Low
2068,90,3,78.89999999999999,250.7079,Low
2069,21,4,165.63,668.48,Mid-High
2070,215,1,331.18,331.7072,Mid-Low
2071,50,2,447.20500000000004,889.7587,Mid-High
2072,231,1,101.8,102.15791,Low
2073,309,2,164.175,315.02377,Mid-Low
2074,15,6,225.49666666666667,1327.2799,Mid-High
2075,37,3,244.98000000000002,728.1564,Mid-High
2076,78,1,96.6,100.07293,Low
2077,1,11,523.3536363636364,5469.894,High
2078,166,1,305.75,304.21854,Low
2079,42,6,296.49333333333334,1774.055,High
2080,356,1,403.25,430.01706,Mid-Low
2081,309,1,585.0,602.1385,Mid-Low
2082,216,2,377.875,765.91187,Mid-High
2083,348,2,161.04,315.02377,Mid-Low
2084,224,1,409.40000000000003,419.38467,Mid-Low
2085,301,1,154.41,155.72522,Low
2086,27,5,243.88000000000002,1226.1366,Mid-High
2087,56,4,846.6775,3326.5674,High
2088,229,2,214.8,439.94128,Mid-Low
2089,103,2,306.03,609.78174,Mid-Low
2090,267,1,197.0,195.34416,Low
2091,208,12,187.29250000000002,2256.432,High
2092,289,1,321.05,322.68124,Mid-Low
2093,68,3,442.9066666666667,1339.424,Mid-High
2094,19,3,357.33,1057.7292,Mid-High
2095,69,1,461.79,455.79715,Mid-Low
2096,35,5,341.31399999999996,1743.025,High
2097,57,8,219.555,1732.3777,High
2098,64,1,316.68,317.548,Mid-Low
2099,55,2,315.785,634.83545,Mid-Low
2100,124,3,838.6133333333333,2499.951,High
2101,228,2,257.075,502.4687,Mid-Low
2102,112,1,356.0,353.5334,Mid-Low
2103,22,13,514.496923076923,7081.112,High
2104,31,10,1012.1110000000001,9240.183,High
2105,26,2,370.39,752.0519,Mid-High
2106,6,5,183.64,925.1971,Mid-High
2107,117,1,300.36,300.25687,Low
2108,57,1,890.85,896.3406,Mid-High
2109,139,1,98.45,101.050766,Low
2110,273,1,317.15,316.99158,Mid-Low
2111,159,2,311.58,617.36957,Mid-Low
2112,90,7,258.68142857142857,1817.8867,High
2113,125,1,254.82,251.89325,Low
2114,314,1,178.95000000000002,182.40863,Low
2115,97,1,156.51,158.39943,Low
2116,54,1,393.74,403.87573,Mid-Low
2117,141,2,753.0600000000001,1497.6727,Mid-High
2118,328,1,119.3,121.28946,Low
2119,12,5,343.472,1744.8722,High
2120,14,1,408.8,404.73163,Mid-Low
2121,6,7,339.9271428571428,2366.4226,High
2122,16,14,165.35642857142855,2279.8445,High
2123,47,2,360.97,734.12494,Mid-High
2124,8,1,383.99,384.2395,Mid-Low
2125,28,1,615.14,613.2626,Mid-Low
2126,56,1,135.31,137.9159,Low
2127,37,1,255.89999999999998,252.44966,Low
2128,345,1,290.51,292.49127,Low
2129,162,1,113.12,107.877205,Low
2130,49,9,259.1277777777778,2310.0254,High
2131,40,1,240.55,242.4331,Low
2132,12,2,243.345,491.42398,Mid-Low
2133,33,5,461.304,2279.0496,High
2134,19,3,313.26,937.4533,Mid-High
2135,21,15,427.034,6436.0254,High
2136,16,15,311.22,4701.7837,High
2137,191,1,180.94,183.2977,Low
2138,41,6,612.1433333333333,3832.2961,High
2139,19,2,190.13,372.68802,Mid-Low
2140,1,11,407.9709090909091,4463.544,High
2141,57,7,643.8585714285715,4462.8193,High
2142,54,1,496.44,492.71802,Mid-Low
2143,41,12,422.5291666666667,5079.2275,High
2144,280,1,574.02,570.9535,Mid-Low
2145,51,8,86.80000000000001,716.0289,Mid-High
2146,54,3,391.45,1142.6351,Mid-High
2147,86,1,205.3,201.49878,Low
2148,264,1,310.47,309.06268,Mid-Low
2149,4,87,681.7201149425288,59313.29,High
2150,65,4,231.2125,912.23724,Mid-High
2151,100,1,52.0,55.413063,Low
2152,189,1,327.97,329.68887,Mid-Low
2153,54,2,285.25,573.7458,Mid-Low
2154,317,1,165.0,160.5327,Low
2155,274,1,204.5,201.92522,Low
2156,34,1,267.13,265.23215,Low
2157,61,3,916.1033333333334,2745.479,High
2158,76,1,679.68,665.58344,Mid-High
2159,94,1,162.29,160.84529,Low
2160,324,1,311.71,309.06268,Mid-Low
2161,43,1,208.75,205.07428,Low
2162,29,3,349.90000000000003,1037.5812,Mid-High
2163,22,2,357.48,721.63367,Mid-High
2164,356,4,415.265,1634.7853,High
2165,198,1,1028.56,1030.1694,Mid-High
2166,147,3,117.22333333333334,345.43616,Mid-Low
2167,44,1,173.97,181.05107,Low
2168,56,2,287.035,579.97003,Mid-Low
2169,71,1,2020.52,1990.742,High
2170,120,1,406.09,420.3974,Mid-Low
2171,77,1,364.5,358.8154,Mid-Low
2172,22,2,230.32,469.03757,Mid-Low
2173,36,1,393.54,403.87573,Mid-Low
2174,323,1,252.42000000000002,249.42259,Low
2175,356,1,201.60000000000002,200.30296,Low
2176,62,1,158.04,161.02321,Low
2177,148,2,236.905,489.07126,Mid-Low
2178,363,1,115.65,109.79598,Low
2179,2,7,280.0157142857143,1971.57,High
2180,245,2,388.51,774.3152,Mid-High
2181,19,2,138.525,269.92105,Low
2182,21,10,276.65,2801.7139,High
2183,25,20,375.857,6850.455,High
2184,30,1,427.93,430.92706,Mid-Low
2185,352,1,418.92,417.1648,Mid-Low
2186,363,1,326.0,327.7069,Mid-Low
2187,86,2,456.595,920.74457,Mid-High
2188,16,7,330.6171428571429,2294.169,High
2189,65,2,301.255,601.4109,Mid-Low
2190,47,4,469.3975,1839.672,High
2191,11,1,446.94000000000005,430.31354,Mid-Low
2192,31,7,340.86428571428576,2347.7637,High
2193,127,1,2007.3999999999999,2001.1292,High
2194,9,11,188.21636363636364,2025.0944,High
2195,119,1,168.0,177.02481,Low
2196,30,3,411.12000000000006,1237.1509,Mid-High
2197,159,7,529.0414285714286,3735.891,High
2198,37,4,326.24,1299.9799,Mid-High
2199,204,2,298.425,593.27545,Mid-Low
2200,5,6,992.6183333333333,5948.648,High
2201,160,2,321.205,637.0524,Mid-Low
2202,30,1,316.88,317.548,Mid-Low
2203,176,1,394.14,403.3193,Mid-Low
2204,260,1,140.54,137.42538,Low
2205,162,1,500.0,492.9246,Mid-Low
2206,20,3,410.3733333333333,1229.0586,Mid-High
2207,6,2,115.93,226.44025,Low
2208,68,3,618.0466666666667,1807.286,High
2209,316,1,107.45,103.83549,Low
2210,103,1,288.18,292.49127,Low
2211,280,1,94.0,98.76626,Low
2212,6,2,672.765,1291.3722,Mid-High
2213,12,2,274.565,570.6425,Mid-Low
2214,82,5,143.24,690.24817,Mid-High
2215,139,2,313.385,637.3906,Mid-Low
2216,179,1,349.1,353.15552,Mid-Low
2217,21,2,255.35500000000002,500.40793,Mid-Low
2218,24,4,264.11,1069.102,Mid-High
2219,254,1,267.18,264.67572,Low
2220,74,8,431.355,3394.6165,High
2221,16,4,339.72,1365.492,Mid-High
2222,161,1,190.53,191.00673,Low
2223,27,2,210.75,436.60086,Mid-Low
2224,303,1,572.8100000000001,570.9535,Mid-Low
2225,55,4,996.08,4012.8245,High
2226,75,1,508.8,524.5576,Mid-Low
2227,15,1,135.86,138.50711,Low
2228,49,4,237.59,982.4882,Mid-High
2229,313,2,48.85,100.52123,Low
2230,28,1,43.5,43.537346,Low
2231,244,2,191.67,375.14972,Mid-Low
2232,9,5,289.478,1467.4076,Mid-High
2233,23,3,494.38000000000005,1491.6185,Mid-High
2234,5,1,93.78,101.06482,Low
2235,17,2,198.675,397.79224,Mid-Low
2236,13,1,171.19,180.86327,Low
2237,204,2,266.65,519.54816,Mid-Low
2238,22,4,222.645,888.1363,Mid-High
2239,12,1,149.29,150.32568,Low
2240,2,3,374.1766666666667,1119.368,Mid-High
2241,252,1,200.16,199.71635,Low
2242,121,1,156.57999999999998,158.08684,Low
2243,45,3,127.89333333333333,394.62424,Mid-Low
2244,239,1,594.0,602.1385,Mid-Low
2245,3,6,476.23333333333335,2759.1553,High
2246,30,1,342.9,338.73077,Mid-Low
2247,254,1,113.5,108.9808,Low
2248,321,1,155.17,158.08684,Low
2249,303,1,494.64,492.9246,Mid-Low
2250,16,3,324.84,959.0572,Mid-High
2251,20,1,429.84,426.63815,Mid-Low
2252,20,3,179.57666666666668,541.5193,Mid-Low
2253,26,6,208.84833333333333,1235.3628,Mid-High
2254,352,1,179.1,183.2977,Low
2255,273,3,149.07333333333335,463.99362,Mid-Low
2256,252,1,237.07,238.49579,Low
2257,15,1,161.64,161.61438,Low
2258,344,1,216.76,210.53699,Low
2259,84,3,78.2,255.12749,Low
2260,19,1,126.14,118.82771,Low
2261,328,1,1048.85,1044.296,Mid-High
2262,10,18,408.59,7315.0728,High
2263,75,1,334.53,332.39233,Mid-Low
2264,135,2,201.28,407.5312,Mid-Low
2265,41,2,233.755,486.30304,Mid-Low
2266,40,2,269.275,564.19495,Mid-Low
2267,103,1,371.56,372.32452,Mid-Low
2268,4,7,253.02857142857144,1850.428,High
2269,67,1,454.10999999999996,455.79715,Mid-Low
2270,30,2,720.71,1362.6685,Mid-High
2271,106,1,905.5,895.4427,Mid-High
2272,6,12,921.2466666666666,10981.63,High
2273,151,4,58.4525,208.0287,Low
2274,8,3,973.3533333333334,2840.0515,High
2275,20,3,858.3333333333334,2580.254,High
2276,83,1,91.32000000000001,94.16714,Low
2277,13,3,378.0933333333333,1137.9331,Mid-High
2278,85,6,516.6816666666667,3091.9255,High
2279,18,2,329.72999999999996,651.5241,Mid-Low
2280,23,5,400.36,2063.0203,High
2281,11,2,649.615,1309.0361,Mid-High
2282,8,2,631.1,1261.7358,Mid-High
2283,7,26,478.90230769230766,12453.6455,High
2284,9,3,288.43333333333334,871.82214,Mid-High
2285,6,12,865.4108333333334,10298.912,High
2286,353,1,147.09,151.41983,Low
2287,71,1,52.83,56.25228,Low
2288,43,5,722.192,3589.438,High
2289,13,3,326.42,960.71674,Mid-High
2290,162,1,492.36,491.53375,Mid-Low
2291,179,6,166.71166666666667,1001.163,Mid-High
2292,321,1,250.0,246.3105,Low
2293,2,5,181.846,917.7169,Mid-High
2294,146,2,60.5,131.13707,Low
2295,23,19,776.7484210526317,16553.473,High
2296,2,11,376.31454545454545,4114.084,High
2297,35,3,20.81,59.370266,Low
2298,223,1,267.03,264.67572,Low
2299,54,8,242.80625,1885.0807,High
2300,30,8,375.025,3009.0293,High
2301,23,2,199.42,403.3018,Mid-Low
2302,74,1,412.01000000000005,417.44037,Mid-Low
2303,15,1,440.0,431.3736,Mid-Low
2304,8,2,255.615,501.96594,Mid-Low
2305,23,2,74.22,148.92694,Low
2306,9,8,303.7225,2450.1436,High
2307,244,1,229.33,223.55463,Low
2308,13,11,363.20272727272726,4004.5164,High
2309,12,4,375.5875,1495.7578,Mid-High
2310,20,1,1522.31,1661.5411,High
2311,15,4,395.2325,1596.0975,Mid-High
2312,9,3,269.19,806.6122,Mid-High
2313,163,4,134.1,533.4784,Mid-Low
2314,153,1,110.92,107.22698,Low
2315,1,1,213.3,208.57489,Low
2316,104,1,85.13000000000001,75.274536,Low
2317,278,1,127.86,121.28946,Low
2318,18,8,402.29875,3084.1948,High
2319,44,2,146.35999999999999,304.04526,Low
2320,30,13,340.9561538461539,4354.9087,High
2321,67,3,564.42,1666.6392,High
2322,96,3,144.42666666666665,422.66718,Mid-Low
2323,27,1,436.06,445.07022,Mid-Low
2324,207,1,90.12,93.54792,Low
2325,50,1,437.23,432.3484,Mid-Low
2326,268,1,217.2,210.53699,Low
2327,2,16,300.323125,4816.469,High
2328,14,1,279.77,283.72015,Low
2329,19,1,473.65000000000003,462.53275,Mid-Low
2330,2,4,200.1475,810.5445,Mid-High
2331,342,1,134.55,137.42538,Low
2332,12,4,350.11,1404.6497,Mid-High
2333,40,2,86.58,164.23796,Low
2334,9,1,186.01,187.3563,Low
2335,35,2,211.26,434.04355,Mid-Low
2336,94,5,275.142,1371.8842,Mid-High
2337,26,10,378.55,3895.7393,High
2338,2,4,162.60750000000002,668.5048,Mid-High
2339,16,6,392.98,2353.8052,High
2340,22,2,303.725,604.8332,Mid-Low
2341,168,4,175.5625,690.74963,Mid-High
2342,28,1,940.6700000000001,925.29987,Mid-High
2343,141,3,86.29333333333334,251.44902,Low
2344,152,1,127.1,121.28946,Low
2345,59,2,174.3,332.87643,Mid-Low
2346,111,13,283.0746153846154,3677.6904,High
2347,15,3,227.63666666666668,677.55396,Mid-High
2348,14,4,181.2775,734.00366,Mid-High
2349,167,1,455.3,455.24072,Mid-Low
2350,40,4,228.42000000000002,897.1709,Mid-High
2351,246,3,159.51000000000002,479.47214,Mid-Low
2352,37,1,388.58,388.22943,Mid-Low
2353,61,1,199.8,200.20686,Low
2354,6,5,354.356,1815.6244,High
2355,91,5,281.318,1371.8842,Mid-High
2356,25,1,324.57,329.65598,Mid-Low
2357,43,1,240.68,242.4331,Low
2358,17,2,380.87,762.0899,Mid-High
2359,1,14,484.04,6808.89,High
2360,12,8,139.62875,1138.6396,Mid-High
2361,69,1,48.480000000000004,50.389973,Low
2362,42,1,216.39,211.0934,Low
2363,26,5,239.64600000000002,1226.1366,Mid-High
2364,51,9,324.4622222222222,2926.0144,High
2365,327,1,104.76,103.34162,Low
2366,18,4,273.42,1123.1108,Mid-High
2367,174,1,298.48,297.16922,Low
2368,42,1,112.46000000000001,108.36772,Low
2369,7,12,120.37833333333333,1496.2047,Mid-High
2370,26,2,97.575,197.91443,Low
2371,21,22,425.48409090909087,9378.168,High
2372,23,4,194.21275,804.7259,Mid-High
2373,1,1,336.40000000000003,332.8422,Mid-Low
2374,47,3,517.7266666666667,1528.9874,Mid-High
2375,1,2,522.48,1046.3716,Mid-High
2376,33,9,412.17333333333335,3719.6516,High
2377,131,1,301.03,302.15213,Low
2378,107,4,147.0325,583.2878,Mid-Low
2379,94,4,383.565,1518.6693,Mid-High
2380,65,2,337.9,692.30707,Mid-High
2381,15,8,333.41125,2729.7307,High
2382,35,2,593.175,1197.3451,Mid-High
2383,6,8,410.66375,3257.8726,High
2384,7,1,243.55,242.29027,Low
2385,80,2,362.38,734.25366,Mid-High
2386,43,1,223.36,220.37659,Low
2387,124,1,425.32,426.11472,Mid-Low
2388,6,14,809.2271428571429,11303.174,High
2389,95,4,471.8,1852.4329,High
2390,182,3,221.33333333333334,674.133,Mid-High
2391,156,4,203.25,814.48193,Mid-High
2392,9,1,612.01,652.5805,Mid-Low
2393,148,3,149.21333333333334,463.99362,Mid-Low
2394,194,2,328.675,654.4784,Mid-Low
2395,326,2,408.0,768.2264,Mid-High
2396,27,3,215.4333333333333,648.5894,Mid-Low
2397,81,1,337.74,338.85947,Mid-Low
2398,83,2,438.71999999999997,883.06006,Mid-High
2399,16,1,595.02,626.40765,Mid-Low
2400,233,1,560.67,551.15857,Mid-Low
2401,35,4,187.125,757.9912,Mid-High
2402,13,1,30.0,32.338955,Low
2403,180,5,204.82000000000002,1008.9123,Mid-High
2404,34,1,306.45,307.66278,Mid-Low
2405,15,9,177.87333333333333,1618.61,High
2406,307,2,154.9,310.5923,Mid-Low
2407,96,1,138.14,137.73798,Low
2408,41,1,386.43,386.30844,Mid-Low
2409,158,2,1121.005,2270.942,High
2410,30,1,301.32,302.70856,Low
2411,208,1,76.32000000000001,71.521126,Low
2412,30,4,171.085,687.3122,Mid-High
2413,287,1,173.05,180.56056,Low
2414,9,7,379.59000000000003,2569.837,High
2415,78,4,720.255,2873.6985,High
2416,63,5,489.32,2464.5552,High
2417,71,3,107.89666666666666,342.87982,Mid-Low
2418,9,3,1145.2533333333333,3437.2163,High
2419,39,1,657.23,660.9362,Mid-High
2420,43,1,352.7,354.0898,Mid-Low
2421,14,4,195.32,795.83466,Mid-High
2422,30,2,510.855,1010.6413,Mid-High
2423,15,5,285.232,1444.874,Mid-High
2424,107,1,193.75,192.05441,Low
2425,14,8,342.68875,2750.5803,High
2426,110,2,127.05,249.73874,Low
2427,91,1,111.0,108.1898,Low
2428,242,1,136.8,137.42538,Low
2429,18,1,191.04,189.12407,Low
2430,15,12,467.31,5646.083,High
2431,257,2,204.99,420.93417,Mid-Low
2432,23,8,342.0575,2804.6375,High
2433,8,1,309.65,317.91904,Mid-Low
2434,162,2,348.34,714.77704,Mid-High
2435,58,3,407.73333333333335,1240.2418,Mid-High
2436,255,1,211.5,204.08282,Low
2437,130,4,573.405,2290.583,High
2438,191,1,143.1,139.51137,Low
2439,54,4,265.14,1067.2802,Mid-High
2440,25,4,236.395,985.6507,Mid-High
2441,31,7,480.6057142857143,3485.8496,High
2442,274,1,133.25,137.42538,Low
2443,61,4,216.47750000000002,856.1491,Mid-High
2444,133,2,178.35,351.03308,Mid-Low
2445,2,2,165.44,317.66727,Mid-Low
2446,136,4,279.7025,1136.0944,Mid-High
2447,224,1,150.3,153.49344,Low
2448,23,13,388.1238461538461,5069.3145,High
2449,14,1,598.73,626.5652,Mid-Low
2450,2,1,507.08,510.86627,Mid-Low
2451,26,5,444.512,2211.8813,High
2452,355,1,203.1,200.30296,Low
2453,191,2,109.125,217.05309,Low
2454,5,1,415.25,415.72134,Mid-Low
2455,7,7,739.8514285714285,5266.579,High
2456,203,1,85.0,75.274536,Low
2457,56,3,373.6266666666667,1121.8265,Mid-High
2458,202,2,147.06,303.55472,Low
2459,273,1,162.3,160.5327,Low
2460,105,2,669.725,1327.353,Mid-High
2461,5,8,150.64000000000001,1200.2566,Mid-High
2462,9,16,300.77625,4729.078,High
2463,56,1,449.12,435.40723,Mid-Low
2464,39,1,154.88,158.57735,Low
2465,6,4,196.115,799.2274,Mid-High
2466,68,1,34.8,32.224335,Low
2467,9,4,273.6475,1123.4731,Mid-High
2468,124,1,196.88,195.34416,Low
2469,3,3,324.68,962.00653,Mid-High
2470,30,1,149.31,151.91034,Low
2471,225,3,14844.766666666668,44550.508,High
2472,5,7,303.5842857142857,2096.9731,High
2473,30,7,376.7685714285714,2561.9602,High
2474,295,1,79.2,73.616425,Low
2475,41,3,152.85666666666665,464.48416,Mid-Low
2476,64,5,415.34800000000007,2070.3054,High
2477,51,4,133.24,524.2226,Mid-Low
2478,56,2,357.21,725.67706,Mid-High
2479,15,1,205.25,203.71576,Low
2480,208,3,84.34666666666666,251.44902,Low
2481,55,2,291.875,579.97003,Mid-Low
2482,22,2,543.46,1133.4894,Mid-High
2483,78,6,546.6616666666666,3268.5789,High
2484,54,1,315.06,317.548,Mid-Low
2485,106,3,207.27666666666664,625.8976,Mid-Low
2486,21,25,2113.9488,34527.68,High
2487,59,1,270.8,277.27258,Low
2488,235,1,104.9,103.34162,Low
2489,123,1,241.62,241.8767,Low
2490,231,4,261.7775,1050.348,Mid-High
2491,174,3,158.42666666666668,479.47214,Mid-Low
2492,15,3,115.15333333333332,346.9295,Mid-Low
2493,40,2,1082.17,2176.4463,High
2494,1,1,246.3,231.25455,Low
2495,23,5,465.79400000000004,2281.5325,High
2496,36,3,1644.0666666666666,4905.98,High
2497,16,3,316.01666666666665,943.7261,Mid-High
2498,348,1,351.3,351.07867,Mid-Low
2499,34,2,806.345,1616.3099,High
2500,5,3,321.87,939.3051,Mid-High
2501,140,1,610.01,626.4542,Mid-Low
2502,7,7,323.4157142857143,2280.554,High
2503,103,4,551.85,2261.029,High
2504,66,3,294.7133333333333,877.67175,Mid-High
2505,97,2,349.54,715.08966,Mid-High
2506,36,3,354.65000000000003,1062.1078,Mid-High
2507,133,1,451.42,454.48065,Mid-Low
2508,41,1,415.82000000000005,417.72122,Mid-Low
2509,1,12,323.1116666666667,3789.7573,High
2510,13,17,325.204705882353,5276.5396,High
2511,36,3,261.5266666666667,754.4508,Mid-High
2512,40,3,301.3,902.85394,Mid-High
2513,296,4,933.7425000000001,3703.5598,High
2514,26,5,103.154,525.04626,Mid-Low
2515,69,4,347.995,1383.4989,Mid-High
2516,12,6,369.77,2198.0288,High
2517,97,5,360.228,1821.8966,High
2518,198,2,651.9549999999999,1294.6951,Mid-High
2519,7,4,486.3325,1946.3346,High
2520,54,5,420.12,2109.454,High
2521,39,4,476.3625,1860.9012,High
2522,310,1,206.98,203.43822,Low
2523,34,2,285.48,573.7458,Mid-Low
2524,349,1,440.2,432.69217,Mid-Low
2525,362,1,15.0,14.534988,Low
2526,162,1,532.94,518.602,Mid-Low
2527,46,3,551.4366666666666,1637.085,High
2528,63,14,131.14928571428572,1852.6685,High
2529,89,2,318.07,634.8184,Mid-Low
2530,28,1,576.0,571.4113,Mid-Low
2531,48,3,267.25333333333333,809.2022,Mid-High
2532,244,1,836.79,803.72375,Mid-High
2533,60,4,558.4375,2250.1567,High
2534,34,4,238.5225,982.4882,Mid-High
2535,40,1,137.37,137.9159,Low
2536,55,1,391.98,388.8649,Mid-Low
2537,1,19,1770.6884210526316,33658.05,High
2538,23,3,349.49666666666667,1043.6368,Mid-High
2539,49,2,177.78,351.52362,Mid-Low
2540,63,4,306.015,1216.7498,Mid-High
2541,294,1,118.95000000000002,121.28946,Low
2542,36,1,130.73999999999998,121.779976,Low
2543,8,8,463.97125,3746.0662,High
2544,28,2,194.635,397.9487,Mid-Low
2545,9,2,119.425,247.6391,Low
2546,177,2,80.355,157.26544,Low
2547,42,1,110.8,107.7175,Low
2548,77,10,283.994,2847.1206,High
2549,127,5,142.448,683.1771,Mid-High
2550,35,21,632.2319047619048,13018.631,High
2551,9,1,297.0,295.1356,Low
2552,6,5,287.77,1448.3755,Mid-High
2553,31,8,122.15125,987.6824,Mid-High
2554,2,8,395.67,2948.7654,High
2555,102,3,219.91,665.7619,Mid-High
2556,16,2,34.42,57.888496,Low
2557,12,6,322.72,1967.3573,High
2558,31,3,298.37666666666667,879.09015,Mid-High
2559,91,1,230.53,225.84862,Low
2560,12,14,251.93285714285713,3488.2341,High
2561,267,2,74.82,154.70575,Low
2562,23,1,354.09000000000003,356.98648,Mid-Low
2563,5,2,180.465,353.3317,Mid-Low
2564,54,7,629.4114285714286,4452.958,High
2565,8,1,242.26,241.3739,Low
2566,359,1,343.28000000000003,339.25656,Mid-Low
2567,302,5,100.278,528.6494,Mid-Low
2568,189,4,129.09,507.59622,Mid-Low
2569,23,1,143.76,142.55919,Low
